OBSNO,DATE,HOUR,TERRID,n,TEMP,WIND,SEXP,PANT,INC,OFF,DATETIME,DLGT,DAYn
399,07.06.16,16,AS70,15,10.82226667,2.254666667,0,0,15,0,07.06.16 16:28,12.81611111,159
400,09.06.16,17,AS70,15,10.69546667,3.556666667,30,0,15,0,09.06.16 17:19,13.70805556,161
401,09.06.16,18,AS70,15,10.61233333,3.607333333,30,0,15,0,09.06.16 17:34,13.95805556,161
402,09.06.16,18,AS70,15,10.5274,3.428666667,30,0,15,0,09.06.16 17:49,14.20805556,161
403,09.06.16,16,AS72,15,10.56986667,3.353333333,30,0,13,2,09.06.16 15:49,12.20805556,161
404,09.06.16,16,AS72,15,10.74086667,3.708666667,30,0,15,0,09.06.16 16:04,12.45805556,161
405,09.06.16,16,AS72,15,10.75086667,3.480666667,30,0,13,2,09.06.16 16:19,12.70805556,161
406,12.06.16,16,AS72,15,11.84593333,2.28,30,0,15,0,12.06.16 16:25,12.85805556,164
407,12.06.16,17,AS72,15,11.76666667,2.433333333,25,0,15,0,12.06.16 16:40,13.10805556,164
408,12.06.16,17,AS72,15,11.37653333,2.534666667,15,0,15,0,12.06.16 16:55,13.35805556,164
409,12.06.16,17,AS72,15,11.04,2.458666667,3,0,14,1,12.06.16 17:10,13.60805556,164
410,14.06.16,18,AS72,15,12.34986667,3.328666667,30,0,15,0,14.06.16 17:40,14.13222222,166
411,27.06.16,15,AS72,15,11.67453333,0.101333333,0,0,15,0,27.06.16 15:05,11.51083333,179
412,27.06.16,15,AS72,15,12.97886667,0.532,30,0,15,0,27.06.16 15:20,11.76083333,179
413,27.06.16,16,AS72,15,12.55433333,0.836,12,0,15,0,27.06.16 15:35,12.01083333,179
414,27.06.16,16,AS72,15,11.42946667,1.292,0,0,12,3,27.06.16 15:50,12.26083333,179
415,27.06.16,17,AS72,15,12.85513333,2.713333333,13,0,15,0,27.06.16 17:00,13.4275,179
416,27.06.16,17,AS72,15,12.2478,2.357333333,12,0,15,0,27.06.16 17:15,13.6775,179
417,27.06.16,18,AS72,15,11.69193333,0.785333333,9,0,15,0,27.06.16 17:30,13.9275,179
418,27.06.16,18,AS72,15,11.10713333,0.481333333,6,0,15,0,27.06.16 17:45,14.1775,179
419,09.06.16,17,AS76,15,10.69546667,3.556666667,30,0,15,0,09.06.16 17:19,13.70805556,161
420,09.06.16,18,AS76,15,10.61233333,3.607333333,30,0,15,0,09.06.16 17:34,13.95805556,161
421,09.06.16,18,AS76,15,10.5274,3.428666667,30,0,13,2,09.06.16 17:49,14.20805556,161
422,09.06.16,16,AS80,15,10.56986667,3.353333333,30,0,15,0,09.06.16 15:49,12.20805556,161
423,09.06.16,16,AS80,15,10.74086667,3.708666667,30,0,15,0,09.06.16 16:04,12.45805556,161
424,09.06.16,16,AS80,15,10.75086667,3.480666667,30,0,13,2,09.06.16 16:19,12.70805556,161
425,12.06.16,16,AS80,15,11.84593333,2.28,30,0,15,0,12.06.16 16:25,12.85805556,164
426,12.06.16,17,AS80,15,11.76666667,2.433333333,25,0,15,0,12.06.16 16:40,13.10805556,164
427,12.06.16,17,AS80,15,11.37653333,2.534666667,15,0,15,0,12.06.16 16:55,13.35805556,164
428,12.06.16,17,AS80,15,11.04,2.458666667,3,0,14,1,12.06.16 17:10,13.60805556,164
429,14.06.16,18,AS80,15,12.34986667,3.328666667,30,0,15,0,14.06.16 17:40,14.13222222,166
430,27.06.16,15,AS80,15,11.67453333,0.101333333,0,0,12,3,27.06.16 15:05,11.51083333,179
431,27.06.16,15,AS80,15,12.97886667,0.532,30,0,15,0,27.06.16 15:20,11.76083333,179
432,27.06.16,16,AS80,15,12.55433333,0.836,12,0,15,0,27.06.16 15:35,12.01083333,179
433,27.06.16,16,AS80,15,11.42946667,1.292,0,0,15,0,27.06.16 15:50,12.26083333,179
434,27.06.16,17,AS80,15,12.85513333,2.713333333,18,0,15,0,27.06.16 17:00,13.4275,179
435,27.06.16,17,AS80,15,12.2478,2.357333333,12,0,15,0,27.06.16 17:15,13.6775,179
436,27.06.16,18,AS80,15,11.69193333,0.785333333,9,0,15,0,27.06.16 17:30,13.9275,179
437,27.06.16,18,AS80,15,11.10713333,0.481333333,6,0,15,0,27.06.16 17:45,14.1775,179
438,14.06.16,18,AS81,15,12.34986667,3.328666667,30,0,15,0,14.06.16 17:40,14.13222222,166
439,27.06.16,15,AS81,15,11.67453333,0.101333333,0,0,15,0,27.06.16 15:05,11.51083333,179
440,27.06.16,15,AS81,15,12.97886667,0.532,30,0,15,0,27.06.16 15:20,11.76083333,179
441,27.06.16,16,AS81,15,12.55433333,0.836,12,0,15,0,27.06.16 15:35,12.01083333,179
442,27.06.16,16,AS81,15,11.42946667,1.292,0,0,15,0,27.06.16 15:50,12.26083333,179
443,27.06.16,17,AS81,15,12.85513333,2.713333333,12,0,15,0,27.06.16 17:00,13.4275,179
444,27.06.16,17,AS81,15,12.2478,2.357333333,12,0,15,0,27.06.16 17:15,13.6775,179
445,27.06.16,18,AS81,15,11.69193333,0.785333333,9,0,13,2,27.06.16 17:30,13.9275,179
446,27.06.16,18,AS81,15,11.10713333,0.481333333,6,0,15,0,27.06.16 17:45,14.1775,179
447,12.06.16,15,AS82,15,10.61873333,1.925333333,0,0,15,0,12.06.16 15:15,11.69138889,164
448,12.06.16,16,AS82,15,11.01233333,2.509333333,7,0,15,0,12.06.16 15:30,11.94138889,164
449,12.06.16,16,AS82,15,11.4088,2.51,28,0,15,0,12.06.16 15:45,12.19138889,164
450,14.06.16,17,AS82,15,11.73753333,3.759333333,15,0,13,2,14.06.16 16:53,13.34888889,166
451,14.06.16,17,AS82,15,12.33806667,3.607333333,30,0,15,0,14.06.16 17:08,13.59888889,166
452,24.06.16,15,AS82,15,12.124,0.836,0,0,15,0,24.06.16 14:59,11.44972222,176
453,24.06.16,16,AS82,15,14.04826667,1.722666667,26,0,15,0,24.06.16 15:30,11.96638889,176
454,24.06.16,16,AS82,15,13.66393333,0.810666667,25,5,15,0,24.06.16 15:45,12.21638889,176
455,07.06.16,15,AS83,15,9.6354,0.810666667,6,0,15,0,07.06.16 15:12,11.54944444,159
456,07.06.16,15,AS83,15,10.56653333,1.342666667,21,0,15,0,07.06.16 15:27,11.79944444,159
457,07.06.16,16,AS83,15,11.11633333,2.561333333,0,0,15,0,07.06.16 16:12,12.54944444,159
458,07.06.16,16,AS83,15,10.76846667,2.280666667,0,0,15,0,07.06.16 16:27,12.79944444,159
459,09.06.16,17,AS83,15,10.69546667,3.556666667,30,0,15,0,09.06.16 17:19,13.70805556,161
460,09.06.16,18,AS83,15,10.61233333,3.607333333,30,0,15,0,09.06.16 17:34,13.95805556,161
461,09.06.16,18,AS83,15,10.5274,3.428666667,30,0,15,0,09.06.16 17:49,14.20805556,161
462,12.06.16,15,AS83,15,10.61873333,1.925333333,0,0,15,0,12.06.16 15:15,11.69138889,164
463,12.06.16,16,AS83,15,11.01233333,2.509333333,7,0,15,0,12.06.16 15:30,11.94138889,164
464,12.06.16,16,AS83,15,11.4088,2.51,28,0,12,3,12.06.16 15:45,12.19138889,164
465,14.06.16,17,AS83,15,11.73753333,3.759333333,15,0,12,3,14.06.16 16:53,13.34888889,166
466,14.06.16,17,AS83,15,12.33806667,3.607333333,30,0,14,1,14.06.16 17:08,13.59888889,166
467,24.06.16,15,AS83,15,12.124,0.836,0,0,15,0,24.06.16 14:59,11.44972222,176
468,24.06.16,16,AS83,15,14.04826667,1.722666667,26,0,15,0,24.06.16 15:30,11.96638889,176
469,24.06.16,16,AS83,15,13.66393333,0.810666667,25,0,15,0,24.06.16 15:45,12.21638889,176
470,24.06.16,17,ASX1,15,13.63226667,0.329333333,0,0,15,0,24.06.16 16:30,12.96638889,176
471,24.06.16,17,ASX1,15,14.30193333,0.810666667,16,0,15,0,24.06.16 16:45,13.21638889,176
472,24.06.16,17,ASX1,15,14.04286667,0.38,15,6,14,1,24.06.16 17:00,13.46638889,176
473,24.06.16,18,ASX1,15,11.9654,0.278666667,10,0,15,0,24.06.16 17:41,14.14972222,176
474,07.06.16,18,AS50,15,8.915666667,0.253333333,0,0,15,0,07.06.16 18:05,14.43277778,159
475,06.06.16,18,AS53,15,9.578133333,2.28,15,0,15,0,06.06.16 18:06,14.42611111,158
476,06.06.16,18,AS53,15,9.4828,1.976,15,0,15,0,06.06.16 18:21,14.67611111,158
477,09.06.16,20,AS53,15,9.881933333,2.638,30,0,15,0,09.06.16 19:51,16.24138889,161
478,09.06.16,20,AS53,15,9.6324,2.869333333,28,0,15,0,09.06.16 20:06,16.49138889,161
479,12.06.16,19,AS53,15,10.21233333,2.406666667,0,0,13,2,12.06.16 18:52,15.30805556,164
480,12.06.16,19,AS53,15,10.19606667,2.254666667,0,0,15,0,12.06.16 19:07,15.55805556,164
481,12.06.16,19,AS53,15,10.04573333,2.764666667,0,0,15,0,12.06.16 19:22,15.80805556,164
482,09.06.16,18,AS54,15,10.46713333,3.149333333,30,0,14,1,09.06.16 18:04,14.45805556,161
483,09.06.16,18,AS54,15,10.53413333,2.945333333,22,0,15,0,09.06.16 18:19,14.70805556,161
484,09.06.16,19,AS54,15,10.40193333,2.868666667,30,0,15,0,09.06.16 18:43,15.10805556,161
485,09.06.16,19,AS54,15,10.2844,2.74,30,0,15,0,09.06.16 18:58,15.35805556,161
486,09.06.16,19,AS54,15,10.05213333,2.945333333,30,0,15,0,09.06.16 19:13,15.60805556,161
487,09.06.16,21,AS54,15,9.1568,2.892666667,6,0,15,0,09.06.16 20:35,16.97472222,161
488,09.06.16,21,AS54,15,8.9636,2.714,25,0,15,0,09.06.16 20:50,17.22472222,161
489,12.06.16,18,AS54,15,10.08006667,2.458,0,0,15,0,12.06.16 17:56,14.37472222,164
490,12.06.16,18,AS54,15,9.9606,2.534666667,0,0,15,0,12.06.16 18:11,14.62472222,164
491,12.06.16,18,AS54,15,10.1144,2.432666667,0,0,15,0,12.06.16 18:26,14.87472222,164
492,09.06.16,19,AS56,15,10.40193333,2.868666667,30,0,15,0,09.06.16 18:43,15.10805556,161
493,09.06.16,19,AS56,15,10.2844,2.74,30,0,15,0,09.06.16 18:58,15.35805556,161
494,09.06.16,19,AS56,15,10.05213333,2.945333333,30,0,15,0,09.06.16 19:13,15.60805556,161
495,12.06.16,18,AS56,15,10.08006667,2.458,0,0,15,0,12.06.16 17:56,14.37472222,164
496,12.06.16,18,AS56,15,9.9606,2.534666667,0,0,15,0,12.06.16 18:11,14.62472222,164
497,12.06.16,18,AS56,15,10.1144,2.432666667,0,0,15,0,12.06.16 18:26,14.87472222,164
498,07.06.16,18,AS59,15,8.915666667,0.253333333,0,0,15,0,07.06.16 18:05,14.43277778,159
499,07.06.16,18,AS60,15,8.915666667,0.253333333,0,0,15,0,07.06.16 18:05,14.43277778,159
500,23.06.16,18,AS65,15,11.40406667,1.545333333,0,0,15,0,23.06.16 18:12,14.67527778,175
501,06.06.16,18,AS67,15,9.578133333,2.28,15,0,15,0,06.06.16 18:06,14.42611111,158
502,06.06.16,18,AS67,15,9.4828,1.976,15,0,15,0,06.06.16 18:21,14.67611111,158
503,09.06.16,20,AS67,15,9.881933333,2.638,30,0,15,0,09.06.16 19:51,16.24138889,161
504,09.06.16,20,AS67,15,9.6324,2.869333333,28,0,15,0,09.06.16 20:06,16.49138889,161
505,12.06.16,19,AS67,15,10.21233333,2.406666667,0,0,12,3,12.06.16 18:52,15.30805556,164
506,12.06.16,19,AS67,15,10.19606667,2.254666667,0,0,15,0,12.06.16 19:07,15.55805556,164
507,12.06.16,19,AS67,15,10.04573333,2.764666667,0,0,15,0,12.06.16 19:22,15.80805556,164
508,09.06.16,18,AS68,15,10.46713333,3.149333333,30,0,15,0,09.06.16 18:04,14.45805556,161
509,09.06.16,18,AS68,15,10.53413333,2.945333333,24,0,15,0,09.06.16 18:19,14.70805556,161
510,09.06.16,21,AS68,15,9.1568,2.892666667,7,0,15,0,09.06.16 20:35,16.97472222,161
511,09.06.16,21,AS68,15,8.9636,2.714,25,0,15,0,09.06.16 20:50,17.22472222,161
512,12.06.16,18,AS68,15,10.08006667,2.458,0,0,15,0,12.06.16 17:56,14.37472222,164
513,12.06.16,18,AS68,15,9.9606,2.534666667,0,0,15,0,12.06.16 18:11,14.62472222,164
514,12.06.16,18,AS68,15,10.1144,2.432666667,0,0,15,0,12.06.16 18:26,14.87472222,164
515,01.07.16,20,AS68,15,10.32666667,0,0,0,15,0,01.07.16 19:57,16.29944444,183
516,01.07.16,20,AS68,15,10.2532,0,0,0,15,0,01.07.16 20:12,16.54944444,183
517,01.07.16,20,AS68,15,10.05726667,0,0,0,15,0,01.07.16 20:27,16.79944444,183
518,01.07.16,21,AS68,15,9.9194,0,0,0,15,0,01.07.16 20:42,17.04944444,183
519,04.06.16,18,AS70,15,9.293466667,3.302666667,30,0,15,0,04.06.16 18:15,14.52472222,156
520,04.06.16,19,AS70,15,9.1238,3.506,30,0,15,0,04.06.16 18:30,14.77472222,156
521,09.06.16,18,AS70,15,10.46713333,3.149333333,30,0,15,0,09.06.16 18:04,14.45805556,161
522,09.06.16,18,AS70,15,10.53413333,2.945333333,24,0,15,0,09.06.16 18:19,14.70805556,161
523,09.06.16,21,AS70,15,9.1568,2.892666667,12,0,15,0,09.06.16 20:35,16.97472222,161
524,09.06.16,21,AS70,15,8.9636,2.714,25,0,15,0,09.06.16 20:50,17.22472222,161
525,09.06.16,20,AS72,15,9.881933333,2.638,30,0,15,0,09.06.16 19:51,16.24138889,161
526,09.06.16,20,AS72,15,9.6324,2.869333333,28,0,15,0,09.06.16 20:06,16.49138889,161
527,12.06.16,19,AS72,15,10.21233333,2.406666667,0,0,15,0,12.06.16 18:52,15.30805556,164
528,12.06.16,19,AS72,15,10.19606667,2.254666667,0,0,15,0,12.06.16 19:07,15.55805556,164
529,12.06.16,19,AS72,15,10.04573333,2.764666667,0,0,15,0,12.06.16 19:22,15.80805556,164
530,01.07.16,19,AS72,15,10.44286667,0,0,0,15,0,01.07.16 19:05,15.43277778,183
531,01.07.16,19,AS72,15,10.41666667,0,0,0,15,0,01.07.16 19:20,15.68277778,183
532,01.07.16,20,AS72,15,10.3888,0,0,0,15,0,01.07.16 19:35,15.93277778,183
533,01.07.16,20,AS72,15,10.32666667,0,0,0,15,0,01.07.16 19:57,16.29944444,183
534,01.07.16,20,AS72,15,10.2532,0,0,0,15,0,01.07.16 20:12,16.54944444,183
535,01.07.16,20,AS72,15,10.05726667,0,0,0,13,2,01.07.16 20:27,16.79944444,183
536,01.07.16,21,AS72,15,9.9194,0,0,0,12,3,01.07.16 20:42,17.04944444,183
537,09.06.16,18,AS76,15,10.46713333,3.149333333,30,0,15,0,09.06.16 18:04,14.45805556,161
538,09.06.16,18,AS76,15,10.53413333,2.945333333,24,0,15,0,09.06.16 18:19,14.70805556,161
539,06.06.16,18,AS80,15,9.578133333,2.28,15,0,15,0,06.06.16 18:06,14.42611111,158
540,06.06.16,18,AS80,15,9.4828,1.976,15,0,14,1,06.06.16 18:21,14.67611111,158
541,09.06.16,20,AS80,15,9.881933333,2.638,30,0,15,0,09.06.16 19:51,16.24138889,161
542,09.06.16,20,AS80,15,9.6324,2.869333333,30,0,15,0,09.06.16 20:06,16.49138889,161
543,12.06.16,19,AS80,15,10.21233333,2.406666667,0,0,13,2,12.06.16 18:52,15.30805556,164
544,12.06.16,19,AS80,15,10.19606667,2.254666667,0,0,15,0,12.06.16 19:07,15.55805556,164
545,12.06.16,19,AS80,15,10.04573333,2.764666667,0,0,15,0,12.06.16 19:22,15.80805556,164
546,01.07.16,19,AS80,15,10.44286667,0,0,0,15,0,01.07.16 19:05,15.43277778,183
547,01.07.16,19,AS80,15,10.41666667,0,0,0,15,0,01.07.16 19:20,15.68277778,183
548,01.07.16,20,AS80,15,10.3888,0,0,0,13,2,01.07.16 19:35,15.93277778,183
549,01.07.16,19,AS81,15,10.44286667,0,0,0,15,0,01.07.16 19:05,15.43277778,183
550,01.07.16,19,AS81,15,10.41666667,0,0,0,13,2,01.07.16 19:20,15.68277778,183
551,01.07.16,20,AS81,15,10.3888,0,0,0,14,1,01.07.16 19:35,15.93277778,183
552,01.07.16,20,AS81,15,10.32666667,0,0,0,15,0,01.07.16 19:57,16.29944444,183
553,01.07.16,20,AS81,15,10.2532,0,0,0,14,1,01.07.16 20:12,16.54944444,183
554,01.07.16,20,AS81,15,10.05726667,0,0,0,14,1,01.07.16 20:27,16.79944444,183
555,01.07.16,21,AS81,15,9.9194,0,0,0,15,0,01.07.16 20:42,17.04944444,183
556,12.06.16,18,AS82,15,10.08006667,2.458,0,0,15,0,12.06.16 17:56,14.37472222,164
557,12.06.16,18,AS82,15,9.9606,2.534666667,0,0,15,0,12.06.16 18:11,14.62472222,164
558,12.06.16,18,AS82,15,10.1144,2.432666667,0,0,15,0,12.06.16 18:26,14.87472222,164
559,01.07.16,20,AS82,15,10.2532,0,0,0,15,0,01.07.16 20:12,16.54944444,183
560,01.07.16,20,AS82,15,10.05726667,0,0,0,15,0,01.07.16 20:27,16.79944444,183
561,01.07.16,21,AS82,15,9.9194,0,0,0,15,0,01.07.16 20:42,17.04944444,183
562,09.06.16,18,AS83,15,10.46713333,3.149333333,30,0,15,0,09.06.16 18:04,14.45805556,161
563,09.06.16,18,AS83,15,10.53413333,2.945333333,24,0,15,0,09.06.16 18:19,14.70805556,161
564,09.06.16,19,AS83,15,10.40193333,2.868666667,30,0,15,0,09.06.16 18:43,15.10805556,161
565,09.06.16,19,AS83,15,10.2844,2.74,30,0,15,0,09.06.16 18:58,15.35805556,161
566,09.06.16,19,AS83,15,10.05213333,2.945333333,30,0,15,0,09.06.16 19:13,15.60805556,161
567,09.06.16,21,AS83,15,9.1568,2.892666667,7,0,15,0,09.06.16 20:35,16.97472222,161
568,09.06.16,21,AS83,15,8.9636,2.714,25,0,15,0,09.06.16 20:50,17.22472222,161
569,12.06.16,18,AS83,15,10.08006667,2.458,0,0,15,0,12.06.16 17:56,14.37472222,164
570,12.06.16,18,AS83,15,9.9606,2.534666667,0,0,15,0,12.06.16 18:11,14.62472222,164
571,12.06.16,18,AS83,15,10.1144,2.432666667,0,0,15,0,12.06.16 18:26,14.87472222,164
572,01.07.16,20,AS84,15,10.2532,0,0,0,15,0,01.07.16 20:12,16.54944444,183
573,01.07.16,20,AS84,15,10.05726667,0,0,0,15,0,01.07.16 20:27,16.79944444,183
574,01.07.16,21,AS84,15,9.9194,0,0,0,13,2,01.07.16 20:42,17.04944444,183
575,08.06.16,21,AS50,15,7.888333333,1.494666667,0,0,15,0,08.06.16 21:16,17.63805556,160
576,08.06.16,22,AS50,15,7.813333333,1.925333333,0,0,15,0,08.06.16 21:31,17.88805556,160
577,08.06.16,21,AS59,15,7.888333333,1.494666667,0,0,15,0,08.06.16 21:16,17.63805556,160
578,08.06.16,22,AS59,15,7.999866667,2.486666667,0,0,15,0,08.06.16 21:31,17.88805556,160
579,08.06.16,21,AS60,15,7.888333333,1.494666667,0,0,15,0,08.06.16 21:16,17.63805556,160
580,08.06.16,22,AS60,15,7.813333333,1.925333333,0,0,15,0,08.06.16 21:31,17.88805556,160
583,08.06.16,14,AS50,15,8.176666667,2.584666667,0,0,15,0,08.06.16 14:18,10.67138889,160
584,15.06.16,12,AS52,15,10.99006667,1.672,30,0,13,2,15.06.16 11:52,8.341388889,167
585,15.06.16,12,AS52,15,11.49933333,1.368666667,23,0,15,0,15.06.16 12:07,8.591388889,167
586,27.06.16,12,AS63,15,12.02206667,2.330666667,19,0,15,0,27.06.16 12:26,8.860833333,179
587,27.06.16,12,AS63,15,12.04966667,2.153333333,10,0,15,0,27.06.16 11:56,8.360833333,179
588,27.06.16,12,AS63,15,11.89773333,2.533333333,19,0,15,0,27.06.16 12:11,8.610833333,179
581,08.06.16,22,AS75,15,7.888333333,1.494666667,0,0,10,5,08.06.16 21:16,17.63805556,160
582,08.06.16,22,AS75,15,7.805,1.976,0,0,1,14,08.06.16 21:32,17.90472222,160
589,24.06.16,18,ASX1,15,13.23433333,0.050666667,15,0,12,3,24.06.16 17:15,13.71638889,176
591,07.06.16,11,AS62,15,8.907466667,2.51,30,0,0,15,07.06.16 10:41,7.032777778,159
592,07.06.16,11,AS62,15,9.3082,2.535333333,30,0,15,0,07.06.16 10:56,7.282777778,159
593,07.06.16,12,AS62,15,9.788133333,2.663333333,30,0,15,0,07.06.16 11:11,7.532777778,159